LUX,Temperature,Humidity,Moisture,a,b,c,e,y,nony,final
11447,30,37,332,9.34548296591848,4.51544993495972,0.37,47.6206869757116,735.979800931242,-3599.35534449049,0
23227,20,34,718,10.0530706740756,3.01029995663981,0.34,78.3857944036106,725.074193574004,-14396.0450239844,0
19821,24,24,843,9.894497260698,3.61235994796777,0.24,86.8397270884733,632.580390284876,-18787.7767207164,0
12361,32,51,263,9.42230163388782,4.8164799306237,0.51,40.8764958911371,792.219362029016,-1735.9600704366,0
21546,21,22,692,9.97794546345414,3.33984878303764,0.22,76.5578229158548,715.766717866626,-13643.1232369815,0
6928,21,43,87,8.84332645024227,3.33984878303764,0.43,19.4729454335722,802.436307166996,1595.48327809452,0
25198,23,26,236,10.1345199052706,3.46184495013578,0.26,38.0605662278035,983.887457456276,-218.100520328754,1
26912,36,24,653,10.2003275627727,5.41853992195166,0.24,73.7653793425757,773.936673067161,-12166.7767246158,0
26839,31,39,618,10.1976113325674,4.66596493279171,0.39,71.2041544298556,793.454606505401,-11033.4059156635,1
12570,28,39,771,9.43906830158429,4.21441993929574,0.39,82.0346961042712,552.437428562278,-16878.272690703,0
5252,37,47,1023,8.56636423542269,5.56905491978365,0.47,98.2015608890078,258.907459714399,-26508.9737103734,0
8765,20,43,80,9.07852179735533,3.01029995663981,0.43,18.3849862303768,861.522979178571,1951.96704267518,1
22173,38,49,931,10.006630611453,5.71956991761564,0.49,92.501265773377,613.246860182863,-21759.3908384476,0
7189,23,55,160,8.88030735898387,3.46184495013578,0.55,29.4001993193105,750.246039863599,172.433365943984,0
25304,38,42,525,10.1387177649855,5.71956991761564,0.42,64.11184362285,815.374693773597,-8260.16840893646,0
18609,29,51,261,9.83140061364123,4.36493493712773,0.51,40.6717260115619,890.677290618724,-1218.39310481372,1
29134,20,48,525,10.2796611560089,3.01029995663981,0.48,64.11184362285,866.28434031136,-8012.87467537565,1
23768,17,46,863,10.0760954171424,2.55875496314384,0.46,88.1458546070351,675.024728843223,-19236.4940095,0
9401,17,36,517,9.14857134557855,2.55875496314384,0.36,63.4801155516643,608.843068892842,-9045.87889438379,0
13226,31,34,438,9.48993986823461,4.66596493279171,0.34,57.0269325685204,711.230119424632,-6402.79479004772,0
25073,31,55,597,10.1295468489312,4.66596493279171,0.55,69.6406301449782,786.553061909685,-10456.9844857645,1
23736,18,42,499,10.0747481619707,2.70926996097583,0.42,62.044905358257,830.321554410187,-7480.18493446059,1
32759,18,21,211,10.3969330124706,2.70926996097583,0.21,35.3442920311087,1069.2532208371,725.843200645505,1
22069,33,24,874,10.0019291878482,5.24833380191629,0.24,88.8592133863815,636.29776661497,-19768.14136197,0
7133,32,26,655,8.87248718227804,4.8164799306237,0.26,73.910118084408,472.812757506067,-13663.8392265158,0
9954,23,31,532,9.2057297594185,3.46184495013578,0.31,64.6615923874467,608.824900815826,-9458.64637437085,0
25401,34,32,118,10.1425438223104,5.11750992628768,0.32,23.9577928223017,1060.64252575831,2373.11058668418,1
28339,26,22,831,10.251994226807,3.91338994363176,0.22,86.0502769029261,721.898626438462,-17949.7687171212,0
16111,28,49,50,9.68725754749099,4.21441993929574,0.49,13.2692216324698,1022.19365606646,3055.06300885531,1
17031,28,30,133,9.74279049183884,4.21441993929574,0.3,25.9718654913482,958.54588623052,1622.41193579992,1
22562,38,56,802,10.0240223541649,5.71956991761564,0.56,84.123959344227,667.831114310516,-17299.4523181065,0
26979,30,27,986,10.2028140645826,4.51544993495972,0.27,95.9341030007697,647.011660422958,-23422.8050473124,0
23085,38,29,667,10.0469383349411,5.71956991761564,0.29,74.7750032072316,728.904200124225,-12815.3688535887,0
5818,33,25,937,8.66871183905515,5.24833380191629,0.25,92.8795243833394,313.491630271365,-23356.6950031789,0
29932,24,43,670,10.3066834212002,3.61235994796777,0.43,74.9902852717158,803.976806420015,-12530.1691365458,0
19951,21,34,64,9.90103454637506,3.33984878303764,0.34,15.7617499584421,1062.43622861327,3103.76642289904,1
15214,25,33,346,9.62997133555725,3.49485002168009,0.33,48.9221063914038,798.994436605348,-3644.45702226139,0
25074,25,28,782,10.129586731676,3.49485002168009,0.28,82.779707273601,714.214984482871,-16436.4754299416,0
9463,34,56,433,9.15514473650823,5.11750992628768,0.56,56.6041849853143,636.58993228736,-6620.93922789874,0
7418,25,35,916,8.91166475804954,3.49485002168009,0.35,91.5514451659884,383.435453992335,-22350.5426418843,1
20139,38,33,552,9.91041351260686,5.71956991761564,0.33,66.2172576724302,747.634586350053,-9358.75075331445,1
10652,17,43,677,9.27350294693382,2.55875496314384,0.43,75.4911706896913,564.534728964472,-13926.2018193641,0
15342,20,46,764,9.63834944451924,3.01029995663981,0.46,81.5584554435035,608.280827775112,-16400.794014871,1
23650,22,33,138,10.0711183939201,3.31132995230379,0.33,26.6246229835592,1038.17339083709,1926.55298542733,1
22924,32,30,993,10.0399396756716,4.8164799306237,0.3,96.3655931036506,603.112226087851,-23880.3687524488,0
19177,17,56,911,9.86146692327352,2.55875496314384,0.56,91.2334961768464,605.348851705871,-21153.9279118884,0
30658,30,37,535,10.3306489187261,4.51544993495972,0.37,64.8963511982779,864.936878184295,-8285.59741585455,1
29532,23,22,438,10.2932297001791,3.46184495013578,0.22,57.0269325685204,908.914266815852,-5429.82329498916,1
6502,21,53,448,8.77986510086385,3.33984878303764,0.53,57.8669646004718,558.851493971347,-7371.71982588294,0
4300,17,51,210,8.36637030168165,2.55875496314384,0.51,35.2332297746879,614.221915871338,-1401.06811182095,1
32689,38,36,239,10.3947939088557,5.71956991761564,0.36,38.3791643674333,1032.74847918071,-24.1893206348393,1
5410,36,48,355,8.59600437184053,5.41853992195166,0.48,49.7482597843093,556.654695690852,-4971.8399319254,0
11446,21,23,844,9.34539560296905,3.33984878303764,0.23,86.9053171500259,507.026032113538,-19426.2397730112,0
12395,36,37,340,9.42504844446929,5.41853992195166,0.37,48.366831494068,744.006229670998,-3757.02978798881,0
32861,25,36,356,10.4000418232645,3.49485002168009,0.36,49.8395641158136,978.643954282847,-2988.94850031524,1
22909,17,44,139,10.0392851254333,2.55875496314384,0.44,26.7541349869118,1034.44961025662,1880.52829398991,1
17195,23,54,60,9.75237392286637,3.46184495013578,0.54,15.0710378021563,1031.1882690631,2993.07615923955,1
12857,20,32,386,9.46164368908425,3.01029995663981,0.32,52.5352742911953,741.638970103243,-4918.82084493128,0
9675,19,51,1019,9.17730051789798,2.85978495880782,0.51,97.9579905996668,406.787484198879,-25719.8253483514,0
12661,35,54,513,9.44628168152025,4.89279003035213,0.54,63.1628512664647,663.5330034986,-8668.51251715387,1
25661,36,47,302,10.1527276085716,5.41853992195166,0.47,44.7601878128254,936.802168317562,-1912.19759687203,1
23084,24,41,614,10.0468950158309,3.61235994796777,0.41,70.9079334526302,764.979433105946,-11066.2460841354,0
6939,18,32,497,8.84491295089955,2.70926996097583,0.32,61.884226658229,551.868841592658,-8743.05247553925,1
25277,31,34,953,10.1376501703328,4.66596493279171,0.34,93.8836326405365,642.645826272615,-22340.1431743407,1
27639,20,35,270,10.226983097777,3.01029995663981,0.35,41.5886574052131,988.20045521548,-937.303437376501,1
28470,32,24,573,10.2566061802721,4.8164799306237,0.24,67.8276465380431,826.990885234349,-9555.41013058518,1
20359,26,24,957,9.92127835354468,3.91338994363176,0.24,94.1336314044092,593.379041933925,-22723.0322221111,0
32748,30,23,487,10.3965971704963,4.51544993495972,0.23,61.0771012776029,903.975485431484,-6757.31102130589,1
4257,23,22,539,8.35631996582815,3.46184495013578,0.22,65.2085809729995,426.354444916766,-10458.3585799087,0
32382,20,21,956,10.3853579918467,3.01029995663981,0.21,94.0711699261091,712.199108129276,-22094.8180633935,0
9602,18,48,447,9.16972668909089,2.70926996097583,0.48,57.7832845455012,647.011323592647,-6954.40887850809,0
17584,29,40,984,9.7747446766434,4.36493493712773,0.4,95.8106009905143,546.29438635697,-23860.2750680356,0
31081,29,38,421,10.3443519789962,4.36493493712773,0.38,55.5819509081302,925.146099312804,-4897.45827156036,1
6063,22,52,719,8.70996000607173,3.31132995230379,0.52,78.4555859848675,420.799344065401,-15855.3923999192,0
8864,34,38,268,9.08975340898706,5.11750992628768,0.38,41.3858938047197,713.222982048258,-2212.6857231133,0
5014,37,42,97,8.51998927871824,5.56905491978365,0.42,20.9744519670409,712.661566392738,1061.22186881436,0
9195,21,33,1011,9.12641513703842,3.33984878303764,0.33,97.4697280060311,395.299978308356,-25493.7889833527,0
19599,28,56,323,9.88323382350886,4.21441993929574,0.56,46.7731350958209,867.334399511095,-2754.63856546161,1
25505,30,33,907,10.146629790357,4.51544993495972,0.33,90.9786480592053,663.144565265732,-20713.8537781735,0
26249,22,50,624,10.175383172056,3.31132995230379,0.5,71.6471078462988,793.71044558631,-11218.3964104403,0
17476,37,22,853,9.76858379007133,5.56905491978365,0.22,87.4942767854882,587.162760932101,-19330.0627377509,1
19888,17,38,576,9.89787181375049,2.55875496314384,0.38,68.0558412509191,752.686820012859,-10035.5963303793,0
20033,26,43,767,9.90513619278165,3.91338994363176,0.43,81.7627644450059,664.14374963881,-16213.9679980244,0
28539,18,42,606,10.2590268518746,2.70926996097583,0.42,70.3132573377742,825.676419577309,-10534.7533745267,1
12466,21,38,744,9.4307602173688,3.33984878303764,0.38,80.1883762263266,566.861509273887,-15968.787894683,0
15562,18,55,195,9.65258732417688,2.70926996097583,0.55,33.5430592394231,901.655329407929,200.292131828271,1
17128,18,21,510,9.74846983026952,2.70926996097583,0.21,62.9242823919932,747.010654262286,-8194.68004199456,0
5247,17,55,437,8.56541176368671,2.55875496314384,0.55,56.9425303772725,524.487632135534,-7233.0449322782,0
15042,36,34,810,9.61860156738635,5.41853992195166,0.34,84.6580161571234,570.430616871075,-18029.3494911776,0
12345,24,47,334,9.42100640177928,3.61235994796777,0.47,47.8078520554993,757.483067447592,-3551.03936751638,0
10563,24,33,718,9.26511260782316,3.61235994796777,0.33,78.3857944036106,538.778813518254,-15290.682090756,0
8104,30,31,596,9.00011304592852,4.51544993495972,0.31,69.5656542164349,528.157793165545,-11663.1026220044,0
28133,27,33,666,10.2446985435045,4.29409129247696,0.33,74.7031596563999,786.122673274138,-12496.0128029366,0
10764,28,39,559,9.2839625118468,4.21441993929574,0.39,66.7566212630135,609.257271842665,-10221.6596547038,0
16939,35,23,243,9.73737393458638,4.89279003035213,0.23,38.801657545143,876.090728250576,-895.418207916093,1
18673,18,30,281,9.83483390921908,2.70926996097583,0.3,42.693984673939,888.867968453616,-1685.20316442829,1
17554,38,56,798,9.77303712315206,5.71956991761564,0.56,83.8561571618692,609.81269284919,-17459.612881898,0
16577,23,43,68,9.71577147142487,3.46184495013578,0.43,16.437423915526,1014.21897022547,2822.19329559166,1
8276,22,25,907,9.02111503886543,3.31132995230379,0.25,90.9786480592053,411.326330464274,-21927.6034195224,0
27918,28,46,211,10.2370269210727,4.21441993929574,0.46,35.3442920311087,1021.12837037078,490.49803918936,1
7699,26,33,988,8.94884572927805,3.91338994363176,0.33,96.0575073990651,361.816694580835,-24860.4090222759,1
13293,18,51,800,9.4949928598676,2.70926996097583,0.51,83.990123098489,562.682314550451,-17760.7025405823,0
31120,36,53,412,10.3456059782923,5.41853992195166,0.53,54.8080004913591,924.079514217064,-4670.32606368135,1
23799,17,53,478,10.0773988419701,2.55875496314384,0.53,60.3452669340533,842.283477658501,-6850.41517020191,1
7996,37,40,111,8.98669669562029,5.56905491978365,0.4,22.9863778651192,798.596013279455,1225.08447216653,0
24341,26,50,171,10.0999174503319,3.91338994363176,0.5,30.7352008482542,1017.20844529091,1241.45137402586,1
14456,27,43,838,9.57886483227206,4.29409129247696,0.43,86.511322840103,557.083332903782,-18992.1380818753,0
24877,33,37,438,10.1216989608048,5.24833380191629,0.37,57.0269325685204,856.473880015263,-5690.8879984431,1
28280,22,43,222,10.2499101200105,3.31132995230379,0.43,36.5533898830067,1022.39957060766,266.288430820517,1
10650,31,47,532,9.27331517113757,4.66596493279171,0.47,64.6615923874467,616.907147237572,-9418.64563455152,0
8345,24,37,454,9.02941783609594,3.61235994796777,0.37,58.3675609774075,607.225111953438,-7314.63935383539,1
13677,25,45,926,9.52347086888155,3.49485002168009,0.45,92.1853250219915,515.176918423197,-22075.8600750231,0
7759,19,30,413,8.95660873889395,2.85978495880782,0.3,54.8943095420986,616.725514214139,-6190.57406036034,0
15133,28,48,653,9.62463306868703,4.21441993929574,0.48,73.7653793425757,644.683944791138,-12810.7910098399,0
16107,34,30,331,9.68700923909068,5.11750992628768,0.3,47.5269452972849,810.791044637303,-3218.86428485831,0
7810,19,29,316,8.96316024283373,2.85978495880782,0.29,46.1077717012453,670.833558504264,-3521.8927136384,0
25174,34,53,563,10.1335669948515,5.11750992628768,0.53,67.0636671302738,800.243098130355,-9408.46142812534,0
17147,21,44,294,9.74957851017885,3.33984878303764,0.44,43.9796159529842,857.614585097564,-2128.93332152492,1
30607,18,51,221,10.3289840199492,2.70926996097583,0.51,36.4444041072158,1046.35288620324,401.566803231039,1
4690,25,41,536,8.45318786144033,3.49485002168009,0.41,64.9744921432285,447.480567260174,-10285.3907319125,0
28745,36,39,368,10.2662191180574,5.41853992195166,0.39,50.9277728376116,927.445183202228,-3540.80063674396,1
13640,37,24,791,9.52076193139745,5.56905491978365,0.24,83.3862486713169,554.48707150556,-17500.7505724323,0
12363,24,33,1003,9.42246342000693,3.61235994796777,0.33,96.979955934173,462.49990752358,-24908.1627138502,0
19183,37,31,299,9.86177974913634,5.56905491978365,0.31,44.4683929011306,867.451710920222,-2188.84320293507,1
22581,29,31,132,10.0248641237026,4.36493493712773,0.31,25.8402505549319,1025.36369543204,1969.69367964623,1
9965,21,45,818,9.20683423264689,3.33984878303764,0.45,85.1900325684644,486.910270940252,-18683.5876656135,0
19319,32,33,299,9.86884434659255,4.8164799306237,0.33,44.4683929011306,873.679827856735,-2157.13203028884,1
17681,38,24,810,9.78024589567809,5.71956991761564,0.24,84.6580161571234,606.053000910703,-17856.9742896725,0
28362,21,26,458,10.2528055000213,3.33984878303764,0.26,58.6998939637181,889.72179097467,-6059.3283213836,1
7768,31,34,89,8.95776800997116,4.66596493279171,0.34,19.7779878019416,816.915576237152,1636.43833608468,0
15686,23,34,254,9.66052387377261,3.46184495013578,0.34,39.9503733568546,860.115348346824,-1217.6330624735,1
21467,29,38,1015,9.97427215125409,4.36493493712773,0.38,97.7140469735814,582.11936790314,-24731.9125548322,0
18321,37,36,1006,9.81580322189124,5.56905491978365,0.36,97.1637983883894,540.522794841647,-24632.314387287,0
22766,28,53,923,10.0330234738852,4.21441993929574,0.53,91.995441933257,631.739549095061,-21402.7279370635,0
28471,29,50,905,10.2566413043479,4.36493493712773,0.5,90.8510601296818,692.088319751808,-20502.7124002973,0
6883,33,22,833,8.83680988239836,5.24833380191629,0.22,86.1821575197054,388.92755884211,-19604.4414757611,0
25775,17,30,662,10.1571603088852,2.55875496314384,0.3,74.4153688874873,776.770123380928,-12440.9212396439,0
32667,32,49,653,10.3941206730142,4.8164799306237,0.49,73.7653793425757,825.941779142978,-11901.5194884255,1
28345,18,26,882,10.2522059267584,2.70926996097583,0.26,89.375831176016,709.30210955397,-19675.72620564,0
20282,17,50,435,9.91748907217194,2.55875496314384,0.5,56.7735054622308,825.28551140755,-5787.28284225759,1
24285,33,55,669,10.0976141547798,5.24833380191629,0.55,74.9185659309488,743.640341028522,-12802.4229575425,0
14220,28,34,434,9.56240470335723,4.21441993929574,0.34,56.6888822835041,732.535191192663,-6196.52730853687,0
18803,21,47,809,9.84177171055548,3.33984878303764,0.47,84.591371201493,635.678324925098,-17687.2285650058,0
14187,29,25,739,9.56008133131199,4.36493493712773,0.25,79.8436403525782,591.990408997365,-15687.135722576,0
10846,34,50,650,9.29155162740101,5.11750992628768,0.5,73.5479507850295,565.002415467997,-13097.5523514834,0
14568,26,38,535,9.58658262140744,3.91338994363176,0.38,64.8963511982779,690.732349433396,-9156.28247709766,0
13818,38,34,782,9.53372736904874,5.71956991761564,0.34,82.779707273601,560.387827420888,-17189.3080758544,0
32535,22,29,519,10.3900717119291,3.31132995230379,0.29,63.6383958102174,894.324727573224,-7695.76470797148,1
16128,22,45,107,9.68831217087109,3.31132995230379,0.45,22.421364849,972.864543835164,2096.66637712837,1
16500,17,38,477,9.71111565988867,2.55875496314384,0.38,60.263629037913,755.494904310478,-7251.35537844205,0
7976,26,50,97,8.98419231164167,3.91338994363176,0.5,20.9744519670409,820.2614864467,1535.18512997475,0
30115,22,27,446,10.3127786654778,3.31132995230379,0.27,57.6995332589526,910.715666370071,-5633.33377809438,1
25262,33,28,1005,10.1370565693339,5.24833380191629,0.28,97.1025413581838,619.573739717906,-24202.5349159997,0
30181,29,37,947,10.3149678662991,4.36493493712773,0.37,93.5078669593038,690.285933614807,-21898.1936252353,0
17359,38,26,672,9.76186638286855,5.71956991761564,0.26,75.1336003285737,658.929401846613,-13312.2559772961,0
28638,29,53,581,10.262489786234,4.36493493712773,0.53,68.4351554529906,828.083817009976,-9783.66038349766,1
27662,21,55,292,10.2278149091847,3.33984878303764,0.55,43.7832339411621,973.659877453292,-1504.42285171643,1
29938,21,32,123,10.3068838554752,3.33984878303764,0.32,24.638939162687,1107.54953004872,2525.08421825558,1
12820,31,54,926,9.45876173047466,4.66596493279171,0.54,92.1853250219915,493.590341958005,-22174.3919930915,0
26819,26,32,679,10.1968658705328,3.91338994363176,0.32,75.6339136450047,771.069061447821,-12966.3878381064,0
11525,34,51,494,9.35227386786485,5.11750992628768,0.51,61.642745094131,650.038787872061,-8205.80316502168,0
31000,18,45,508,10.3417424834673,2.70926996097583,0.45,62.7649385779258,891.474399898819,-7415.86529849308,1
13249,29,29,117,9.49167735686812,4.36493493712773,0.29,23.8203200650208,912.571738549705,1661.1976565344,1
12244,29,52,188,9.4127913000653,4.36493493712773,0.52,32.737947981694,841.63038319009,63.7100505222825,1
20079,32,29,203,9.90742977176875,4.8164799306237,0.29,34.4502371847659,942.86567349802,259.972999726231,1
20620,25,24,625,9.93401675757095,3.49485002168009,0.24,71.7207739247434,733.402523597864,-11546.8511525439,0
16503,38,44,754,9.71129746154357,5.71956991761564,0.44,80.8751727003598,613.023124931138,-16056.8649179803,0
18524,23,47,596,9.82682246760064,3.46184495013578,0.47,69.5656542164349,721.572282717465,-10758.1079097038,0
9398,30,46,548,9.14825217966276,4.51544993495972,0.46,65.9078737926114,582.666272947027,-10030.011895188,0
26059,21,48,659,10.1681184769572,3.33984878303764,0.48,74.1990860290756,776.413991464581,-12344.5936346242,0
16507,38,34,381,9.71153981234754,5.71956991761564,0.34,52.0916438626276,785.580783640276,-4574.90604291759,0
5582,28,43,406,8.62730241409627,4.21441993929574,0.43,54.2884676430648,543.006837837093,-6326.27981587314,1
11047,19,47,434,9.30991417687228,2.85978495880782,0.47,56.6888822835041,683.742020314858,-6437.47363463595,0
19044,32,56,731,9.85450737031441,4.8164799306237,0.56,79.2901819308628,661.815814970053,-15102.1439908551,0
20557,36,30,840,9.93095679452567,5.41853992195166,0.3,86.6427755231653,631.718941586125,-18691.1845030987,0
24770,20,38,664,10.1173885224834,3.01029995663981,0.38,74.5593477548705,763.680719909484,-12561.8040250906,0
12794,35,21,194,9.45673159001008,4.89279003035213,0.21,33.4287040863663,843.648303685624,-41.3554398601364,1
5021,31,33,789,8.5213843960347,4.66596493279171,0.33,83.251693625267,344.521952951452,-18382.6513063862,0
30798,29,49,432,10.3352050317884,4.36493493712773,0.49,56.5194133371254,917.471466943732,-5224.36993740279,1
32461,25,46,326,10.3877946477413,3.49485002168009,0.46,47.0566282037308,992.486462371248,-2195.77609027729,1
15984,34,33,275,9.67934350088833,5.11750992628768,0.33,42.0931264819983,841.672468848554,-1766.53292307102,1
17585,36,51,126,9.77480154490808,5.41853992195166,0.51,25.0428128909627,964.812826030562,1766.5528348903,1
25577,24,22,195,10.1494487891308,3.61235994796777,0.22,33.5430592394231,1013.64321355392,767.522588945588,1
9774,20,46,172,9.1874810778301,3.01029995663981,0.46,30.8549783884137,810.646032595513,218.990884011894,0
19661,26,44,160,9.88639225710749,3.91338994363176,0.44,29.4001993193105,973.887486759086,1226.34822702713,1
31924,30,27,156,10.3711133569959,4.51544993495972,0.27,28.9064641441833,1090.72842268905,1894.22151747378,1
27210,22,54,717,10.2113398317773,3.31132995230379,0.54,78.3159652766946,762.57376254651,-14173.7690711758,0
15601,18,39,1009,9.65509029374725,2.70926996097583,0.39,97.3474271376395,519.089040373256,-24851.2132905328,0
19394,35,38,647,9.87271901886449,4.89279003035213,0.38,73.3301355557366,701.069416388851,-12354.4014963308,1
6863,37,24,634,8.83389994290864,5.56905491978365,0.24,72.3817415523513,469.228679583046,-13052.8229976074,0
14998,26,49,550,9.61567213786133,3.91338994363176,0.49,66.0626734379902,690.65742766438,-9582.22978682318,1
10354,28,22,736,9.24512819746185,4.21441993929574,0.22,79.6363660774373,523.004028549652,-15918.2750015265,0
30719,34,32,153,10.3326366346484,5.11750992628768,0.32,28.53311775103,1079.89679182023,1891.70808910069,1
27009,20,32,920,10.2039254227766,3.01029995663981,0.32,91.8053185745991,681.187417215606,-21061.9981751129,0
21846,19,23,310,9.99177311740349,2.85978495880782,0.23,45.5330392279911,908.129415235211,-2254.11933359657,1
23370,30,37,111,10.0592084275329,4.51544993495972,0.37,22.9863778651192,1049.98112346211,2425.31995342011,1
26955,24,27,403,10.2019240878858,3.61235994796777,0.27,54.0276102391961,903.651240016831,-4548.78789924557,1
16412,29,40,930,9.70576805356208,4.36493493712773,0.4,92.4381305479359,550.404809204173,-22034.2134412449,0
32643,21,52,260,10.3933857166191,3.33984878303764,0.52,40.5691215406648,1033.85577791085,-479.877589424245,1
18945,26,54,52,9.8492953234527,3.91338994363176,0.54,13.6389825337439,1059.86918555879,3218.14832870927,1
17411,23,31,787,9.7648574693666,3.46184495013578,0.31,83.1170064279546,625.376188495994,-17036.7552856172,0
5156,37,22,979,8.54791636405908,5.56905491978365,0.22,95.5014171366333,270.819657664886,-24956.2786259652,0
10456,22,35,397,9.25493125530406,3.31132995230379,0.35,53.5036768931886,687.654989411893,-5449.82417535019,0
13653,37,31,969,9.52171455668475,5.56905491978365,0.31,94.8811970524116,485.875065354616,-23647.2010210444,0
14774,21,47,785,9.60062415808868,3.33984878303764,0.47,82.9821866233663,589.071598260088,-17151.738446273,0
8216,29,47,891,9.01383875160839,4.36493493712773,0.47,89.9548548218302,410.012729926218,-21403.0928287083,1
13571,34,23,320,9.51569044208137,5.11750992628768,0.23,46.4886499676856,777.403415710385,-3115.57672110861,0
9725,34,37,375,9.18245516848665,5.11750992628768,0.37,51.5563695235965,672.506518355901,-4955.64151152115,0
5569,25,35,586,8.62497078358967,3.49485002168009,0.35,68.8132194626974,459.53303530704,-11675.8464670221,0
12971,28,34,945,9.47047137534067,4.21441993929574,0.34,93.3824058812068,491.376981930749,-22816.3697931334,0
20824,35,46,400,9.9438614466744,4.89279003035213,0.46,53.766015803622,835.531730644045,-4810.94873625066,1
31275,28,25,1015,10.3505743353351,4.21441993929574,0.25,97.7140469735814,674.541867378309,-24261.7166023273,0
7558,22,27,617,8.93036188390943,3.31132995230379,0.27,71.1301684401557,510.907370176232,-12362.490262346,0
30351,33,56,83,10.320584744874,5.24833380191629,0.56,18.8552441399013,1134.67216606261,3248.28431731975,1
14183,32,31,822,9.55979934329461,4.8164799306237,0.31,85.4552841003459,555.666577622855,-18482.6448750239,0
26742,27,29,677,10.1939906421746,4.29409129247696,0.29,75.4911706896913,768.87777065991,-12914.6502601551,0
17134,31,45,885,9.74882007252399,4.66596493279171,0.45,89.5690930726057,575.963565644975,-20426.8868271935,0
31630,29,39,830,10.3618613162997,4.36493493712773,0.39,85.9842904325217,747.102687040841,-17786.7641278295,0
29681,31,34,156,10.2982623894361,4.66596493279171,0.34,28.9064641441833,1071.89592443824,1796.74716168764,1
31733,26,41,1014,10.3651124278545,3.91338994363176,0.41,97.6530024986734,680.648313050935,-24199.7760016545,0
28774,34,38,523,10.267227480597,5.11750992628768,0.38,63.9542586449788,851.320910232316,-8019.54534872053,1
4875,29,39,621,8.49187538343195,4.36493493712773,0.39,71.4258367930621,411.378739951711,-12912.493667535,0
15075,38,48,151,9.62079302159539,5.71956991761564,0.48,28.2827325288961,907.662085693472,1064.34034306235,1
25334,28,53,877,10.1399026460436,4.21441993929574,0.53,89.0531594724654,675.266031584337,-19674.1558839443,0
18138,33,46,570,9.80576446400751,5.24833380191629,0.46,67.5989932475579,717.672238386265,-10019.8797493579,0
20683,26,21,341,9.93706738579932,3.91338994363176,0.21,48.4596322056847,871.1255658631,-3165.95249543464,1
7117,23,33,782,8.87024156729927,3.46184495013578,0.33,82.779707273601,427.384912204505,-17801.5995328792,0
21263,29,27,221,9.9647237520067,4.36493493712773,0.27,36.4444041072158,947.232599179617,-83.8511867504615,1
16966,37,46,268,9.73896662036768,5.56905491978365,0.46,41.3858938047197,857.35995764461,-1536.34272628396,1
15285,24,47,869,9.63462723432493,3.61235994796777,0.47,88.5353942771589,561.965977981988,-19977.0974055287,0
27021,29,43,490,10.2043696204519,4.36493493712773,0.43,61.319897344092,856.300918522301,-7087.07278075596,1
32037,35,51,268,10.3746467638397,4.89279003035213,0.51,41.3858938047197,1014.94744268296,-743.305018588348,1
17321,25,34,447,9.75967491717028,3.49485002168009,0.34,57.7832845455012,776.026246463025,-6334.76513156614,0
17307,18,25,214,9.758866322925,2.70926996097583,0.25,35.6763155481162,913.012149850084,-122.795446199112,1
14076,35,47,238,9.55222649844148,4.89279003035213,0.47,38.2731311177822,836.884846041525,-979.722164680683,1
5100,21,51,992,8.53699581871242,3.33984878303764,0.51,96.3040244338884,277.720332003004,-25367.8838523612,0
21948,33,48,255,9.99643129817887,5.24833380191629,0.48,40.0538735166645,928.290420479036,-899.623888247117,1
6492,21,38,588,8.77832592863448,3.33984878303764,0.38,68.964098247731,491.644391127425,-11595.6636255912,0
26380,33,38,167,10.1803614262713,5.24833380191629,0.38,30.2534958980352,1031.42612703444,1392.04814437453,1
9579,23,52,504,9.16732848138289,3.46184495013578,0.52,62.4455302826283,614.074686430303,-8652.32957167389,0
8724,27,54,735,9.07383312732152,4.29409129247696,0.54,79.5672021290622,485.925610940494,-16059.4888705993,0
18227,22,39,498,9.81065929022493,3.31132995230379,0.39,61.9645967974618,764.112868007927,-7774.51040156518,0
30341,18,21,724,10.3202552121484,2.70926996097583,0.21,78.8039831752151,789.432492909369,-14255.4343754612,0
16412,34,38,626,9.70576805356208,5.11750992628768,0.38,71.7943946976258,669.711774371074,-11884.5191861695,0
12569,28,43,404,9.43898874392484,4.21441993929574,0.43,54.1146442357188,720.019717045191,-5474.4350167416,0
6357,19,53,646,8.75731184693641,2.85978495880782,0.53,73.2574441331509,464.642754862161,-13437.8026982345,0
16163,29,36,997,9.69047995840981,4.36493493712773,0.36,96.6116264220319,521.725453737149,-24418.493793286,0
31073,35,22,300,10.3440945538893,4.89279003035213,0.22,44.5657793795679,987.692089218107,-1602.81130121673,1
26277,23,24,926,10.1764493108312,3.46184495013578,0.24,92.1853250219915,669.318427078238,-21314.8006889494,0
10430,36,53,358,9.25244154799482,5.41853992195166,0.53,50.0218829277953,695.709558090248,-4426.04711843325,0
10238,22,51,478,9.23386156701753,3.31132995230379,0.51,60.3452669340533,642.250811947979,-7808.0170852221,0
25718,38,51,368,10.1549464148304,5.71956991761564,0.51,50.9277728376116,898.611183725558,-3689.96289389612,1
29386,30,39,633,10.2882736494359,4.51544993495972,0.39,72.3084797299675,810.019318238562,-11390.5680798467,0
7323,20,41,662,8.89877535906107,3.01029995663981,0.41,74.4153688874873,486.524421627627,-13821.2468830091,0
11468,35,54,834,9.34731582700326,4.89279003035213,0.54,86.2480517664457,502.702707256161,-19120.919460432,0
