LUX,"Temperature
(Celsius)","Humidity
(in %)",Moisture,a,b,c,e,y,Y,
15483,22,46,648,9.64749792681684,3.31132995230379,0.46,73.4027837451033,657.52591279078,-12604.855869582,0
31811,19,38,167,10.3675674209042,2.85978495880782,0.38,30.2534958980352,1091.91776558287,1687.27949194001,1
4407,21,24,381,8.39094946484199,3.33984878303764,0.24,52.0916438626276,512.787439184394,-5810.86326595913,0
23758,29,50,530,10.0756745948495,4.36493493712773,0.5,64.5048051118766,806.012182201522,-8448.01917399759,0
10129,23,29,485,9.2231578756868,3.46184495013578,0.29,60.9149202158415,635.119103402258,-8029.41927912111,0
13192,34,24,948,9.48736586423943,5.11750992628768,0.24,93.5705588089855,488.472920091588,-22929.0221312718,0
25071,32,50,427,10.1294670786695,4.8164799306237,0.5,56.0944316897478,866.807769851962,-5351.72065484915,1
23242,22,40,342,10.0537162657828,3.31132995230379,0.4,48.5523304260724,902.544566764131,-3039.91469618245,1
4764,22,42,150,8.46884293047519,3.31132995230379,0.42,28.1570858192792,672.685112343217,18.4029538997369,1
17738,36,23,331,9.7834645099364,5.41853992195166,0.23,47.5269452972849,831.381222490802,-3118.71709772592,1
17950,17,26,922,9.79534539391642,2.55875496314384,0.26,91.9320942295094,584.960401477516,-21614.6977221309,0
22732,31,36,178,10.031528902417,4.66596493279171,0.36,31.5683464305313,990.892997260393,983.088521534631,1
20646,36,55,560,9.93527687502553,5.41853992195166,0.55,66.8334614397815,752.104710830606,-9565.08007326837,0
12913,27,42,136,9.46598983484665,4.29409129247696,0.42,26.3645695687914,892.147597473431,1252.38585086661,1
17798,19,49,789,9.78684137041681,2.85978495880782,0.49,83.251693625267,633.698296611975,-17067.2051886085,0
26485,30,36,913,10.1843338139786,4.51544993495972,0.36,91.3607570173194,670.1106211009,-20876.0989274255,0
31314,27,36,375,10.3518205608715,4.29409129247696,0.36,51.5563695235965,951.539502197342,-3592.15358738396,1
13361,24,49,210,9.50009529458889,3.61235994796777,0.49,35.2332297746879,850.928188939306,-333.445569173895,1
23591,35,26,403,10.0686205623468,4.89279003035213,0.26,54.0276102391961,863.523038724864,-4745.78756623647,1
5694,25,42,676,8.64716826783798,3.49485002168009,0.42,75.4197382633458,424.634698917494,-14514.5594842622,0
24272,26,29,478,10.0970787015883,3.91338994363176,0.29,60.3452669340533,838.440038406706,-6852.88447217174,1
14719,34,21,920,9.59689445519259,5.11750992628768,0.21,91.8053185745991,524.087627203955,-21827.6615524852,0
18169,33,31,582,9.80747212410244,5.24833380191629,0.31,68.5108678053926,712.302903936704,-10390.3699042603,0
27627,17,29,774,10.2265488343895,2.55875496314384,0.29,82.2382867042233,746.785362741636,-16030.9009449226,0
16686,32,44,311,9.72232532346202,4.8164799306237,0.44,45.6291162202956,832.489739437255,-2639.4934410821,1
6554,23,46,536,8.78783082925876,3.46184495013578,0.46,64.9744921432285,517.013625643863,-9986.20033521415,0
23477,27,44,165,10.0637764974655,4.29409129247696,0.44,30.0110576991269,1010.40427474164,1319.90611483745,1
19687,37,29,295,9.88771379842009,5.56905491978365,0.29,44.0776191366579,875.902565574955,-2054.70466623911,1
27255,22,41,399,10.2129922694984,3.31132995230379,0.41,53.6786525908849,910.542637902877,-4415.84659167635,1
11249,20,48,177,9.32803451479283,3.01029995663981,0.48,31.450072839821,838.344498131231,252.335698205917,1
15173,27,46,77,9.62727281152524,4.29409129247696,0.46,17.9084153053672,979.917541863332,2551.95123901166,1
18967,20,52,61,9.85045590598432,3.01029995663981,0.52,15.2451947092087,1055.88481067381,3099.05411957675,1
7637,20,21,460,8.94076013488838,3.01029995663981,0.21,58.8656460199086,588.410625616021,-7563.83743092052,0
18569,32,42,294,9.8292488026006,4.8164799306237,0.42,43.9796159529842,867.433008979457,-2073.46152886005,1
9523,29,26,96,9.16146520419405,4.36493493712773,0.26,20.8268810367851,856.558440408423,1717.40939385842,1
18289,35,53,661,9.81405506520458,4.89279003035213,0.53,74.3433166282129,681.431481923022,-12871.3340407632,1
31022,18,32,978,10.3424519091847,2.70926996097583,0.32,95.4395065802068,695.343078678483,-22922.8405498744,0
25365,25,42,882,10.1411255500008,3.49485002168009,0.42,89.375831176016,677.725041864372,-19828.8312518653,0
12482,38,50,535,9.43204288549399,5.71956991761564,0.5,64.8963511982779,644.865669230212,-9376.07197572507,0
16467,38,29,358,9.709113657218,5.71956991761564,0.29,50.0218829277953,797.333939032859,-3943.63093589583,1
16005,26,52,566,9.68065645240396,3.91338994363176,0.52,67.293403201844,698.380553320791,-10001.9846939638,1
31804,37,32,746,10.3673473470214,5.56905491978365,0.32,80.3260196728618,775.052244609627,-14992.5406369349,0
15504,26,41,969,9.64885333413055,3.91338994363176,0.41,94.8811970524116,525.256925986487,-23459.8531373048,1
16818,37,51,250,9.73020502039284,5.56905491978365,0.51,39.53484440047,866.519280945014,-1096.89259199718,1
10623,29,28,637,9.27077674078001,4.36493493712773,0.28,72.6012607732428,570.130442266428,-12682.7157984401,0
16376,27,30,723,9.70357212734113,4.29409129247696,0.3,78.734378265277,632.340927019616,-14997.807919548,0
17830,19,55,568,9.78863771085719,2.85978495880782,0.55,67.4463013446054,729.072620992507,-9919.55493974282,0
17383,22,44,576,9.76324799612154,3.31132995230379,0.44,68.0558412509191,716.529109985918,-10204.9230077938,0
20081,18,29,842,9.90752937336246,2.70926996097583,0.29,86.7741068293203,641.589398666702,-18721.1149959909,0
27396,37,23,495,10.2181522963178,5.56905491978365,0.23,61.7233009749303,849.633500840653,-7254.75273347473,1
22897,27,34,131,10.0387611765937,4.29409129247696,0.34,25.7082728804854,1029.98652649044,2008.7459927365,1
16310,27,26,82,9.69953369561506,4.29409129247696,0.26,18.6991740603364,991.531854831583,2545.93813865398,1
21672,20,27,448,9.98377638376493,3.01029995663981,0.27,57.8669646004718,831.385903229598,-6092.30636557944,1
29539,22,48,356,10.2934667031088,3.31132995230379,0.48,49.8395641158136,953.52011680741,-3122.0149069052,1
16854,18,50,151,9.7323432963323,2.70926996097583,0.5,28.2827325288961,951.67005751274,1265.82276002952,1
29009,30,36,472,10.2753614056492,4.51544993495972,0.36,59.8544569167266,881.497183090343,-6469.09023160181,1
18972,28,45,147,9.85071948699747,4.21441993929574,0.45,27.7782969639458,973.383791518691,1455.54138538995,1
29412,37,45,705,10.2891580333161,5.56905491978365,0.45,77.4750611127015,773.036580219728,-13742.8760684303,0
4611,17,37,583,8.43620003220671,2.55875496314384,0.37,68.5865302671488,427.901940419098,-11730.2416095345,0
26415,37,41,190,10.1816873095984,5.56905491978365,0.41,32.9690912279346,1013.59220075894,868.252047842787,1
32146,33,56,615,10.3780433051291,5.24833380191629,0.56,70.9820580530131,836.183042988043,-10726.6610295239,1
29786,36,56,119,10.3017937634458,5.41853992195166,0.56,24.0948449621991,1097.56314762994,2543.73921616987,1
4981,31,35,462,8.51338595307328,4.66596493279171,0.35,59.031123942446,488.250351380399,-8051.08806033723,1
30486,22,30,777,10.3250228408218,3.31132995230379,0.3,82.4415721161272,765.355747551317,-16019.8016250092,1
10107,18,38,600,9.22098353207466,2.70926996097583,0.38,69.865269145812,585.631212944778,-11529.2303287286,1
12463,34,36,88,9.43051953382638,5.11750992628768,0.36,19.6257760200907,919.476668456301,2120.85127575762,1
9792,29,21,699,9.18932100475211,4.36493493712773,0.21,77.0525385991517,525.238605122863,-14764.4768413824,0
20765,35,40,629,9.94102415606485,4.89279003035213,0.4,72.0149861600851,725.240878114955,-11700.4873329645,0
28689,18,32,480,10.2642690530177,2.70926996097583,0.32,60.5083476755953,885.596924493416,-6680.12118272087,1
30015,32,46,391,10.3094525356859,4.8164799306237,0.46,52.9767352156668,929.578448148982,-4106.0343778763,1
28068,19,21,531,10.2423854163722,2.85978495880782,0.21,64.5832269851305,854.639436546537,-8239.50108977361,1
17056,21,32,664,9.74425732696557,3.33984878303764,0.32,74.5593477548705,672.651431022018,-13009.759979137,0
30897,33,23,677,10.3384143707939,5.24833380191629,0.23,75.4911706896913,798.616713477208,-12759.3374934162,0
31467,34,43,98,10.3566946566297,5.11750992628768,0.43,21.1214784111138,1130.55956050354,3026.75047355624,1
31778,31,53,527,10.3665295054483,4.66596493279171,0.53,64.2691992243471,877.028222905129,-8000.46905715573,1
31784,30,42,865,10.3667182974944,4.51544993495972,0.42,88.2758176777213,733.718573439176,-18982.4543217023,0
10082,35,49,488,9.21850693464258,4.89279003035213,0.49,61.1580965279524,624.445121898813,-8158.92943414567,0
28746,26,26,493,10.2662539061112,3.91338994363176,0.26,61.5621269614166,872.418529746632,-7087.47556598329,1
25532,19,55,983,10.1476878463759,2.85978495880782,0.55,95.7488132965361,645.155233997758,-23347.8826481775,0
8973,23,43,206,9.10197534729806,3.46184495013578,0.43,34.7870089539429,765.518339249388,-649.928819015526,0
6675,37,45,694,8.80612448326845,5.56905491978365,0.45,76.6993664525932,437.863412743579,-15009.635739074,1
10956,21,41,262,9.30164253038297,3.33984878303764,0.41,40.774183879332,774.382449182134,-1801.76483221949,0
25791,21,42,241,10.1577808728426,3.33984878303764,0.42,38.5907371014137,987.422631821536,-308.682204205128,1
17777,18,43,689,9.78566076592269,2.70926996097583,0.43,76.3452113904437,675.642991400107,-13759.3429500384,0
25276,27,40,490,10.1376106078933,4.29409129247696,0.4,61.319897344092,840.369854227835,-7168.13153640193,1
10734,38,35,746,9.28117155273677,5.71956991761564,0.35,80.3260196728618,518.108207153099,-16256.9003817639,0
7825,20,53,347,8.96507901540835,3.01029995663981,0.53,49.014298129134,653.384112515539,-4351.9207448081,0
19452,31,49,709,9.87570517152368,4.66596493279171,0.49,77.7559720482996,676.803009731767,-14350.3547244601,0
19529,25,51,955,9.87965581928278,3.49485002168009,0.51,94.0086829968889,587.289991178443,-22691.9613283367,0
12000,21,37,389,9.39266192877014,3.33984878303764,0.37,52.8004087799931,722.563631919832,-5082.41500297654,0
17056,29,40,571,9.74425732696557,4.36493493712773,0.4,67.6752621648307,707.965427637716,-10095.930894813,0
13356,29,48,980,9.49972100106354,4.36493493712773,0.48,95.5633030523071,484.326961239963,-24024.7643887918,0
7385,26,28,224,8.90720619496548,3.91338994363176,0.28,36.7708166907889,708.514626589053,-1275.41316289666,0
29124,27,25,912,10.2793178555146,4.29409129247696,0.25,91.2971401647882,694.925118152824,-20716.127756744,0
7996,23,45,799,8.98669669562029,3.46184495013578,0.45,83.923156369068,445.718602073649,-18261.9508438781,0
19740,20,22,479,9.89040231298747,3.01029995663981,0.22,60.4268397522498,793.657856699637,-7111.42729667183,0
22840,22,33,841,10.0362686637699,3.31132995230379,0.33,86.7084563238389,669.26154663958,-18544.1745750743,0
27795,19,51,457,10.2326114273876,2.85978495880782,0.51,58.6169146317363,888.635841943575,-6046.42602623407,1
24886,35,38,86,10.1220606753356,4.89279003035213,0.38,19.3194866879515,1084.95968747228,2956.86646115167,1
8640,17,33,886,9.0641578617981,2.55875496314384,0.33,89.6334571127691,433.414220467678,-21143.1956318491,0
6992,34,52,1023,8.85252191733537,5.11750992628768,0.52,98.2015608890078,321.531306671064,-26233.9485567002,1
22378,34,27,293,10.0158336123677,5.11750992628768,0.27,43.8814877449772,910.349089380026,-1836.21828856164,1
18786,21,38,823,9.84086719055446,3.33984878303764,0.38,85.5215187284589,629.703799676596,-18163.046566797,1
29739,20,40,693,10.300214594701,3.01029995663981,0.4,76.6286143807225,796.099562338524,-13271.6781413014,0
14566,19,25,649,9.58644532477786,2.85978495880782,0.25,73.4753887915449,645.288165077347,-12696.396115015,0
16997,33,44,592,9.74079213687735,5.24833380191629,0.44,69.2652662740545,692.394776990395,-10778.529212301,0
32227,24,38,65,10.3805598894967,3.61235994796777,0.38,15.9320307217165,1176.56593941503,3673.77958460776,1
23564,35,41,280,10.0674754026416,4.89279003035213,0.41,42.5941774359289,932.146926995838,-1432.92387356508,1
23499,33,23,1003,10.0647131460353,5.24833380191629,0.23,96.979955934173,602.671670127174,-24219.7582878561,0
4623,25,25,854,8.43879912398823,3.49485002168009,0.25,87.5595675215478,308.733462600927,-20632.793054312,0
23048,31,33,365,10.0453342767644,4.66596493279171,0.33,50.6569930196783,879.627141068433,-3708.94948325067,1
15510,27,33,443,9.64924025617058,4.29409129247696,0.33,57.4478498523436,747.502403386711,-6362.29554215444,0
4056,26,49,226,8.30795254527102,3.91338994363176,0.49,36.9875243614486,583.83942010322,-1856.20612658216,0
12003,21,46,717,9.39291189752534,3.33984878303764,0.46,78.3159652766946,569.706642617684,-15118.5974123754,0
12302,21,42,831,9.41751712976831,3.33984878303764,0.42,86.0502769029261,528.774792557972,-18906.2934376936,0
30456,24,53,239,10.3240382980623,3.61235994796777,0.53,38.3791643674333,1028.14005546588,-56.1651527541058,1
17389,36,41,665,9.76359310138207,5.41853992195166,0.41,74.6312745338397,664.454116257518,-13074.4295814739,0
18243,28,48,849,9.81153672378822,4.21441993929574,0.48,87.2328161898123,607.47161781229,-19103.6667658284,0
16981,25,24,493,9.7398503509463,3.49485002168009,0.24,61.5621269614166,748.514356407365,-7710.39942160415,0
29148,24,26,223,10.2801415787902,3.61235994796777,0.26,36.6621937153341,1027.04840857984,274.24617506988,1
15186,25,33,418,9.62812922977318,3.49485002168009,0.33,55.3246713888916,760.153341119122,-5648.84690365747,0
28642,20,24,178,10.2626294510386,3.01029995663981,0.24,31.5683464305313,1056.86688066887,1306.69510076683,1
20046,26,28,886,9.90578491158481,3.91338994363176,0.28,89.6334571127691,616.77381423657,-20260.3316378591,0
24341,37,51,925,10.0999174503319,5.56905491978365,0.51,92.1220572902627,638.973316781948,-21431.1003861438,0
8610,22,53,433,9.06067959742178,3.31132995230379,0.53,56.6041849853143,626.717887579915,-6669.33597186507,0
15757,30,34,55,9.66503998996204,4.51544993495972,0.34,14.1844625691013,1009.43650106642,2946.71224583337,1
10154,23,36,118,9.22562299550734,3.46184495013578,0.36,23.9577928223017,857.547609228181,1383.09829102546,1
18584,29,41,617,9.83005627445024,4.36493493712773,0.41,71.1301684401557,707.409456042602,-11435.9788567586,0
9918,30,42,64,9.20210656704908,4.51544993495972,0.42,15.7617499584421,895.321983895523,2310.60233836884,1
14228,21,47,88,9.56296713306835,3.33984878303764,0.47,19.6257760200907,960.550335838976,2309.39027490602,1
28368,36,31,123,10.253017028314,5.41853992195166,0.31,24.638939162687,1081.76742368693,2402.14974431416,1
31698,19,43,447,10.3640088663924,2.85978495880782,0.43,57.7832845455012,925.953740366069,-5588.17026610911,1
17734,23,55,647,9.78323897993995,3.46184495013578,0.55,73.3301355557366,688.889296228163,-12422.0926748992,0
27015,38,39,353,10.2041475462782,5.71956991761564,0.39,49.5653594403978,918.565949606504,-3218.15067509023,1
19938,27,48,557,9.90038273758265,4.29409129247696,0.48,66.6027827279555,751.7896960849,-9481.23309867741,0
23841,33,45,870,10.0791620666083,5.24833380191629,0.45,88.6002158717238,656.882797537628,-19536.6788204541,0
26607,30,23,908,10.1889296180446,4.51544993495972,0.23,91.0424009949355,672.884335558226,-20696.245456473,0
27939,29,47,736,10.2377788411898,4.36493493712773,0.47,79.6363660774373,754.677581125973,-14790.6164394692,0
13786,38,53,506,9.5314088634456,5.71956991761564,0.53,62.6053549680346,681.283509752131,-8392.52256619113,0
30210,21,36,253,10.3159282743807,3.33984878303764,0.36,39.8467211720568,1018.62109421544,-405.400391911667,1
27707,26,48,331,10.2294403678315,3.91338994363176,0.48,47.5269452972849,948.015391422748,-2540.45114953221,1
15414,19,42,599,9.64303146633794,2.85978495880782,0.42,69.7904375009081,680.795335571108,-11049.7272150998,0
6804,26,46,842,8.82526595351575,3.91338994363176,0.46,86.7741068293203,391.418849165699,-19885.5344891288,0
20762,29,31,831,9.94087967175319,4.36493493712773,0.31,86.0502769029261,643.981792738987,-18341.5381310902,0
7288,24,41,379,8.89398443893979,3.61235994796777,0.41,51.9135756792005,616.899896638228,-5309.87539978205,0
20926,37,22,906,9.94874768394099,5.56905491978365,0.22,90.9148677844662,609.267429519155,-20950.7223727006,0
5740,30,52,778,8.65521448931361,4.51544993495972,0.52,82.5092663771157,377.844556399839,-17890.6913221124,0
25390,34,38,967,10.1421106746987,5.11750992628768,0.38,94.756854302026,635.862721884166,-22842.0388923285,1
17484,22,49,626,9.7690414559832,3.31132995230379,0.49,71.7943946976258,695.555703725043,-11766.7584581113,0
15223,26,33,501,9.63056272105925,3.91338994363176,0.33,62.2053384093621,716.920489773111,-8081.49569774998,0
15417,22,44,606,9.64322607566034,3.31132995230379,0.44,70.3132573377742,675.034186015078,-11277.5994353737,0
19034,36,39,392,9.85398213263229,5.41853992195166,0.39,53.0647703540238,815.091704786984,-4708.21453067847,0
10229,33,56,703,9.23298210245701,5.24833380191629,0.56,77.334375016743,528.599249139542,-14875.7666002153,0
23588,21,43,463,10.0684933871204,3.33984878303764,0.43,59.113760603543,842.633052718363,-6433.83263662148,1
28438,37,40,1007,10.2554815579563,5.56905491978365,0.4,97.2250316736488,646.134304266387,-24136.5263992328,0
6519,36,51,127,8.78247626892454,5.41853992195166,0.51,25.1766605395708,743.031470201538,720.221620999195,1
30765,22,25,924,10.3341329591746,3.31132995230379,0.25,92.058762940413,709.811090858485,-21042.7735725026,0
25984,20,24,1005,10.1652362429614,3.01029995663981,0.24,97.1025413581838,639.78728661365,-24112.2608328768,0
7738,21,27,863,8.95389853526046,3.33984878303764,0.27,88.1458546070351,413.693367416436,-20471.0474012818,0
18854,32,41,428,9.8444803719561,4.8164799306237,0.41,56.1795785898831,797.809174402906,-5721.59872527626,0
20706,29,47,444,9.93817879232606,4.36493493712773,0.47,57.531816129255,814.768266100577,-6060.39444329826,0
13251,23,33,1006,9.49182830026464,3.46184495013578,0.33,97.1637983883894,478.043793749306,-24937.5977036101,0
8405,37,42,186,9.03658204584272,5.56905491978365,0.42,32.5058967134479,752.308071055575,-311.064206576059,0
13935,18,38,561,9.54215893991605,2.70926996097583,0.38,66.9102490589764,675.676452695724,-9977.45926602033,0
18152,38,27,178,9.80653602645968,5.71956991761564,0.27,31.5683464305313,930.830287970138,684.556635519408,1
17790,18,32,605,9.78639178065988,2.70926996097583,0.32,70.2387113520814,712.233681136464,-11073.2411814772,0
32850,18,40,463,10.3997070239128,2.70926996097583,0.4,59.113760603543,927.708690811542,-6006.09475805431,1
8763,33,28,829,9.07829359105585,5.24833380191629,0.28,85.9182731202941,442.545332771606,-19235.6402730486,0
26592,25,44,593,10.1883656976552,3.49485002168009,0.44,69.3404361144055,809.501830253372,-10230.4132040248,0
8900,26,40,196,9.09380655572023,3.91338994363176,0.4,33.6571981619531,767.744283440814,-436.071188515953,0
22856,31,35,563,10.0369689439106,4.66596493279171,0.35,67.0636671302738,779.211154593917,-9513.27059401,0
27607,23,49,751,10.2258246427367,3.46184495013578,0.49,80.6695055828427,751.001772290143,-15281.2651554123,1
8463,21,21,640,9.04345899967011,3.33984878303764,0.21,72.8203826021473,524.868419833462,-12983.3975827068,0
27577,18,47,103,10.2247373709567,2.70926996097583,0.47,21.8486928587852,1108.1352747419,2821.89540451866,1
31478,28,38,345,10.3570441681115,4.21441993929574,0.38,48.8298141446557,969.714962298841,-2762.25912345682,1
20664,22,47,463,9.93614833477568,3.31132995230379,0.47,59.113760603543,811.113981432905,-6592.11769159094,0
21471,36,47,947,9.97445846640671,5.41853992195166,0.47,93.5078669593038,601.259419089337,-22349.5959970634,0
32281,38,49,513,10.3822341008384,5.71956991761564,0.49,63.1628512664647,881.174891990859,-7590.10102845434,1
31440,28,48,210,10.3558362465431,4.21441993929574,0.48,35.2332297746879,1051.19423409869,665.183003769163,1
15698,25,30,772,9.66128859468676,3.49485002168009,0.3,82.102593646602,607.101305708201,-16651.9016521921,0
6682,30,34,991,8.8071726229167,4.51544993495972,0.34,96.2424315618369,326.928186337461,-25116.3103538974,0
18982,36,36,59,9.85124644069044,5.41853992195166,0.36,14.8958593041509,1043.39828186598,3070.5258792631,1
10555,35,24,988,9.26435496028242,4.89279003035213,0.24,96.0575073990651,424.71748938481,-24572.3204255033,0
20790,32,52,95,9.94222738085206,4.8164799306237,0.52,20.6787581503875,1034.24319502471,2578.91445408728,1
32266,37,36,426,10.3817693232261,5.56905491978365,0.36,56.0092090299145,924.624027669953,-5028.17251257802,1
28852,20,22,396,10.2699345936236,3.01029995663981,0.22,53.4160638455442,927.540495874577,-4254.22099841575,1
29879,23,28,200,10.3049111714846,3.46184495013578,0.28,34.1116206124148,1049.41353765095,850.480602058349,1
21737,20,55,239,9.98677115667287,3.01029995663981,0.55,38.3791643674333,949.590391684599,-461.617611091598,1
9108,37,28,858,9.11690842718363,5.56905491978365,0.28,87.8204342323876,437.639296322795,-20199.1332430728,1
13909,25,25,605,9.54029139160713,3.49485002168009,0.25,70.2387113520814,650.304549798708,-11363.688241308,0
23248,22,30,854,10.0539743858101,3.31132995230379,0.3,87.5595675215478,668.363426563197,-18967.7188317895,1
6268,27,22,465,8.74321260347591,4.29409129247696,0.22,59.2788303164832,536.327669901199,-7923.75201574394,0
19036,37,43,393,9.854087202241,5.56905491978365,0.43,53.1527204964357,813.765762575122,-4741.04622483185,1
11229,24,37,614,9.32625499657254,3.61235994796777,0.37,70.9079334526302,597.366626729543,-11878.0610758606,0
29146,18,43,235,10.2800729610936,2.70926996097583,0.43,37.9540327100892,1025.0389849985,2.22700555639248,1
10854,24,36,382,9.29228895462335,3.61235994796777,0.36,52.1805453326313,702.122176510987,-4998.01427266229,1
29746,17,45,757,10.3004499481525,2.55875496314384,0.45,81.0805235955063,772.255558260837,-15370.112255431,0
11942,35,27,441,9.38781687710694,4.89279003035213,0.27,57.2797007814126,685.078323746538,-6605.20292103415,0
20545,36,44,788,9.93037288131751,5.41853992195166,0.44,83.1843665739558,652.61022776863,-16929.7767919195,1
7240,36,52,399,8.88737648537976,5.41853992195166,0.52,53.6786525908849,594.282374437554,-5924.11044882595,0
6435,30,25,57,8.76950712003023,4.51544993495972,0.25,14.5423460247437,809.00428578091,2002.1048035761,0
25143,33,38,851,10.132334806767,5.24833380191629,0.38,87.3636061129293,677.058864147991,-18818.7771039502,0
7551,35,22,599,8.92943528380342,4.89279003035213,0.22,69.7904375009081,509.15840866404,-11835.9378192142,0
30359,21,33,807,10.3208482928907,3.33984878303764,0.33,84.4579854346305,752.11190851237,-17035.3054768465,0
22284,38,50,647,10.0116242111407,5.71956991761564,0.5,73.3301355557366,729.49319930107,-12215.8515076698,0
7979,26,39,160,8.98456836930828,3.91338994363176,0.39,29.4001993193105,769.568089815645,262.119236274464,1
20090,18,54,50,9.90797745780898,2.70926996097583,0.54,13.2692216324698,1083.22525809274,3340.64045076205,1
15976,33,34,289,9.67884287509565,5.24833380191629,0.34,43.4877131715651,832.42371096859,-2129.20703480876,1
11912,38,32,358,9.38530157436385,5.71956991761564,0.32,50.0218829277953,723.197910628613,-4297.82903269501,0
28329,20,33,853,10.2516412939312,3.01029995663981,0.33,87.4942767854882,718.786330180456,-18683.1901354492,0
14836,17,54,62,9.60481193860948,2.55875496314384,0.54,15.4183518303229,1000.24630775186,2811.74148664514,1
28896,31,46,623,10.2714584562167,4.66596493279171,0.46,71.5733963640238,809.518138032534,-11098.6823620712,0
31715,34,35,954,10.364545034068,5.11750992628768,0.35,93.946170580483,695.40344211806,-22102.4981309911,0
15431,31,55,510,9.64413375207121,4.66596493279171,0.55,62.9242823919932,711.67030598536,-8355.43000177479,0
32006,37,50,1015,10.3736786642059,5.56905491978365,0.5,97.7140469735814,672.659896978218,-24271.5186440342,0
5539,18,32,736,8.6195692580331,2.70926996097583,0.32,79.6363660774373,398.129874097873,-16486.1387783122,0
12715,27,27,577,9.45053767785622,4.29409129247696,0.27,68.1318048076392,637.736572206263,-10604.8625146178,0
18385,18,30,807,9.81929039373537,2.70926996097583,0.3,84.4579854346305,634.618033664407,-17634.3407592791,0
6516,22,42,358,8.78201596972194,3.31132995230379,0.42,50.0218829277953,606.32637662882,-4830.07470229157,0
8223,30,22,677,9.0146903849709,4.51544993495972,0.22,75.4911706896913,495.575989094735,-14227.5676465725,0
8626,30,26,518,9.06253617720779,4.51544993495972,0.26,63.5592848771103,577.62633468598,-9203.23984057545,0
4440,35,56,938,8.39840965542627,4.89279003035213,0.56,92.94247571828,260.507822392494,-23616.9462824032,0
8383,22,56,457,9.03396112463786,3.31132995230379,0.56,58.6169146317363,608.899975713377,-7391.27422850396,0
12935,23,44,351,9.46769209462013,3.46184495013578,0.44,49.3820677205899,759.462847158036,-3956.89595159208,0
18593,23,47,713,9.83054044478006,3.46184495013578,0.47,78.0362718889022,671.625604203251,-14504.6363488626,0
18711,24,24,403,9.83686686519423,3.61235994796777,0.24,54.0276102391961,815.807575559691,-4988.62147453263,0
7424,34,42,675,8.91247327446604,5.11750992628768,0.42,75.3482650959784,471.231508283261,-14278.7247616314,0
17327,22,30,538,9.76002125751085,3.31132995230379,0.3,65.1306068907293,733.044558306566,-9039.91157669671,0
22429,38,42,582,10.0181100433728,5.71956991761564,0.42,68.5108678053926,759.807719755474,-10157.4096298251,0
31885,18,34,664,10.3698909587494,2.70926996097583,0.34,74.5593477548705,827.483955661153,-12238.7039420766,1
19417,26,30,533,9.87390424999445,3.91338994363176,0.3,64.7399014620896,758.608073222373,-8769.03328970168,0
22339,24,43,682,10.0140893088639,3.61235994796777,0.43,75.8477245485039,727.483309251997,-13280.6634878792,1
4144,36,48,384,8.32941678393932,5.41853992195166,0.48,52.3580845817674,486.850460504526,-6000.40583052314,0
16202,23,45,899,9.69288997039044,3.46184495013578,0.45,90.4676369085312,564.748500585145,-20946.2605041737,0
30356,24,52,580,10.3207494705238,3.61235994796777,0.52,68.3593930938305,847.423917349018,-9660.51991917404,1
26369,19,40,864,10.1799443567474,2.85978495880782,0.4,88.2108507447718,697.951391056201,-19147.9955463286,0
22133,35,25,983,10.004824986442,4.89279003035213,0.25,95.7488132965361,597.808656150681,-23569.4686480891,0
30677,31,22,245,10.3312684671277,4.66596493279171,0.22,39.0119328535224,1019.19391096052,-220.221772921849,1
6420,32,22,998,8.76717339668401,4.8164799306237,0.22,96.6730745763339,313.86262536854,-25411.1005352445,0
22522,26,41,320,10.022247888257,3.91338994363176,0.41,46.4886499676856,903.753193336159,-2502.60258382649,1
32645,20,47,628,10.3934469836207,3.01029995663981,0.47,71.9415007179425,847.514078368517,-11062.7473271161,1
28329,36,22,642,10.2516412939312,5.41853992195166,0.22,72.966244293256,791.285085341978,-11750.6196507622,0
12367,30,35,854,9.42278691374206,4.51544993495972,0.35,87.5595675215478,513.716853922418,-19714.5229196603,0
17239,30,23,474,9.75492953789498,4.51544993495972,0.23,60.0183230374227,755.161165637257,-7154.64855104557,0
26592,36,26,688,10.1883656976552,5.41853992195166,0.26,76.2742615794492,755.99673806148,-13310.9796955229,0
17412,29,23,845,9.76491490267219,4.36493493712773,0.23,86.9708770625706,596.687884678963,-19024.4277264639,0
26400,37,52,452,10.1811192891344,5.56905491978365,0.52,58.2009767692375,862.282089620888,-6033.53039229851,1
8812,29,36,369,9.08386970792223,4.36493493712773,0.36,51.0178472716308,658.623573193534,-4867.20718999504,0
32184,30,56,605,10.3792247136296,4.51544993495972,0.56,70.2387113520814,845.334700149987,-10388.7388118588,1
8091,31,45,632,8.99850761180784,4.66596493279171,0.45,72.2351733751107,511.170841029749,-12804.3223646551,0
28002,20,56,914,10.2400312151779,3.01029995663981,0.56,91.4243467748457,692.8109910649,-20807.0990932052,0
15580,34,56,229,9.65374331942474,5.11750992628768,0.56,37.3112559685636,864.884525558946,-655.929419384012,1
7797,33,44,60,8.9614943233096,5.24833380191629,0.44,15.0710378021563,842.664336456087,2114.8824197092,1
6684,31,39,933,8.80747188971528,4.66596493279171,0.39,92.6274571075114,347.878200815679,-23071.8616419738,0
28770,18,28,247,10.2670884565456,2.70926996097583,0.28,39.2215700461769,1013.93222445147,-307.793992387895,1
